GO.ID	Term	Annotated	Significant	Expected	pval	Genes
GO:0004252	serine-type endopeptidase activity	107	5	0.94	0.0025	ENSDARG00000004748,ENSDARG00000004925,ENSDARG00000005943,ENSDARG00000007276,ENSDARG00000007988,ENSDARG00000008703,ENSDARG00000008936,ENSDARG00000010097,ENSDARG00000010925,ENSDARG00000011463,ENSDARG00000012860,ENSDARG00000014634,ENSDARG00000014907,ENSDARG00000017314,ENSDARG00000017367,ENSDARG00000020679,ENSDARG00000021046,ENSDARG00000023111,ENSDARG00000027609,ENSDARG00000029493,ENSDARG00000030967,ENSDARG00000032831,ENSDARG00000034862,ENSDARG00000036041,ENSDARG00000036545,ENSDARG00000038258,ENSDARG00000039310,ENSDARG00000039579,ENSDARG00000039730,ENSDARG00000040282,ENSDARG00000040513,ENSDARG00000040959,ENSDARG00000041921,ENSDARG00000042793,ENSDARG00000042993,ENSDARG00000043168,ENSDARG00000043171,ENSDARG00000043175,ENSDARG00000045935,ENSDARG00000046140,ENSDARG00000051890,ENSDARG00000051914,ENSDARG00000052895,ENSDARG00000052905,ENSDARG00000053323,ENSDARG00000055278,ENSDARG00000055644,ENSDARG00000055786,ENSDARG00000056324,ENSDARG00000056744,ENSDARG00000056765,ENSDARG00000059026,ENSDARG00000061173,ENSDARG00000062707,ENSDARG00000062909,ENSDARG00000068303,ENSDARG00000068680,ENSDARG00000069833,ENSDARG00000069968,ENSDARG00000070710,ENSDARG00000071386,ENSDARG00000071389,ENSDARG00000073742,ENSDARG00000074895,ENSDARG00000075827,ENSDARG00000076713,ENSDARG00000077058,ENSDARG00000077573,ENSDARG00000078451,ENSDARG00000078468,ENSDARG00000079274,ENSDARG00000079393,ENSDARG00000079420,ENSDARG00000087717,ENSDARG00000088893,ENSDARG00000090428,ENSDARG00000090730,ENSDARG00000092788,ENSDARG00000092890,ENSDARG00000093079,ENSDARG00000093415,ENSDARG00000093844,ENSDARG00000094793,ENSDARG00000095005,ENSDARG00000095462,ENSDARG00000095807,ENSDARG00000096975,ENSDARG00000098651,ENSDARG00000098686,ENSDARG00000099425,ENSDARG00000100088,ENSDARG00000100248,ENSDARG00000100691,ENSDARG00000100782,ENSDARG00000100969,ENSDARG00000101438,ENSDARG00000101990,ENSDARG00000102727,ENSDARG00000102823,ENSDARG00000103117,ENSDARG00000103184,ENSDARG00000103308,ENSDARG00000104574,ENSDARG00000105190,ENSDARG00000111315,ENSDARG00000116457,ENSDARG00000116575
GO:0003725	double-stranded RNA binding	11	2	0.1	0.0040	ENSDARG00000017439,ENSDARG00000033126,ENSDARG00000058660,ENSDARG00000068729,ENSDARG00000070471,ENSDARG00000076718,ENSDARG00000077169,ENSDARG00000089181,ENSDARG00000089463,ENSDARG00000094277,ENSDARG00000104919
GO:0008199	ferric iron binding	11	2	0.1	0.0040	ENSDARG00000007975,ENSDARG00000015551,ENSDARG00000018461,ENSDARG00000019763,ENSDARG00000045586,ENSDARG00000073936,ENSDARG00000076221,ENSDARG00000077360,ENSDARG00000094210,ENSDARG00000101456,ENSDARG00000113150
GO:0008198	ferrous iron binding	12	2	0.11	0.0048	ENSDARG00000007975,ENSDARG00000015551,ENSDARG00000018461,ENSDARG00000019763,ENSDARG00000044216,ENSDARG00000045586,ENSDARG00000073936,ENSDARG00000076221,ENSDARG00000076487,ENSDARG00000077360,ENSDARG00000094210,ENSDARG00000101456
GO:0005525	GTP binding	316	8	2.78	0.0064	ENSDARG00000003244,ENSDARG00000003681,ENSDARG00000004218,ENSDARG00000004270,ENSDARG00000004301,ENSDARG00000004696,ENSDARG00000005049,ENSDARG00000005651,ENSDARG00000006260,ENSDARG00000006279,ENSDARG00000006546,ENSDARG00000006553,ENSDARG00000006915,ENSDARG00000007257,ENSDARG00000007396,ENSDARG00000008292,ENSDARG00000008867,ENSDARG00000009484,ENSDARG00000009673,ENSDARG00000010385,ENSDARG00000010729,ENSDARG00000011581,ENSDARG00000011884,ENSDARG00000012399,ENSDARG00000012553,ENSDARG00000012763,ENSDARG00000013203,ENSDARG00000013335,ENSDARG00000013522,ENSDARG00000013843,ENSDARG00000014233,ENSDARG00000014340,ENSDARG00000014427,ENSDARG00000014462,ENSDARG00000014763,ENSDARG00000014793,ENSDARG00000014975,ENSDARG00000015404,ENSDARG00000015610,ENSDARG00000015611,ENSDARG00000016059,ENSDARG00000016253,ENSDARG00000016301,ENSDARG00000016393,ENSDARG00000017140,ENSDARG00000017294,ENSDARG00000018107,ENSDARG00000018328,ENSDARG00000018587,ENSDARG00000018602,ENSDARG00000018627,ENSDARG00000018650,ENSDARG00000019144,ENSDARG00000019274,ENSDARG00000019396,ENSDARG00000020235,ENSDARG00000020261,ENSDARG00000020497,ENSDARG00000020544,ENSDARG00000020850,ENSDARG00000020956,ENSDARG00000021287,ENSDARG00000021309,ENSDARG00000021647,ENSDARG00000021688,ENSDARG00000024789,ENSDARG00000025046,ENSDARG00000025953,ENSDARG00000026049,ENSDARG00000026098,ENSDARG00000026383,ENSDARG00000026712,ENSDARG00000026845,ENSDARG00000027590,ENSDARG00000028401,ENSDARG00000028442,ENSDARG00000029036,ENSDARG00000029112,ENSDARG00000029232,ENSDARG00000029663,ENSDARG00000029720,ENSDARG00000029885,ENSDARG00000030608,ENSDARG00000030644,ENSDARG00000030656,ENSDARG00000030778,ENSDARG00000030949,ENSDARG00000031048,ENSDARG00000031164,ENSDARG00000032056,ENSDARG00000032238,ENSDARG00000032606,ENSDARG00000032708,ENSDARG00000033056,ENSDARG00000033182,ENSDARG00000033320,ENSDARG00000034063,ENSDARG00000034522,ENSDARG00000034771,ENSDARG00000035088,ENSDARG00000035719,ENSDARG00000036058,ENSDARG00000036252,ENSDARG00000036499,ENSDARG00000036700,ENSDARG00000036767,ENSDARG00000036778,ENSDARG00000037967,ENSDARG00000038010,ENSDARG00000038225,ENSDARG00000038392,ENSDARG00000038668,ENSDARG00000039162,ENSDARG00000039345,ENSDARG00000039752,ENSDARG00000040158,ENSDARG00000040362,ENSDARG00000040921,ENSDARG00000041170,ENSDARG00000041450,ENSDARG00000041723,ENSDARG00000041878,ENSDARG00000042094,ENSDARG00000042708,ENSDARG00000042900,ENSDARG00000043928,ENSDARG00000044199,ENSDARG00000044565,ENSDARG00000044573,ENSDARG00000044760,ENSDARG00000045027,ENSDARG00000045074,ENSDARG00000045367,ENSDARG00000045415,ENSDARG00000045463,ENSDARG00000045628,ENSDARG00000045989,ENSDARG00000046013,ENSDARG00000046106,ENSDARG00000052222,ENSDARG00000052594,ENSDARG00000052673,ENSDARG00000052876,ENSDARG00000052928,ENSDARG00000053066,ENSDARG00000053467,ENSDARG00000053761,ENSDARG00000054032,ENSDARG00000054160,ENSDARG00000054302,ENSDARG00000054389,ENSDARG00000054649,ENSDARG00000054837,ENSDARG00000055216,ENSDARG00000055291,ENSDARG00000055731,ENSDARG00000056347,ENSDARG00000056479,ENSDARG00000056794,ENSDARG00000057026,ENSDARG00000057394,ENSDARG00000057719,ENSDARG00000057857,ENSDARG00000057995,ENSDARG00000058219,ENSDARG00000058425,ENSDARG00000058464,ENSDARG00000058685,ENSDARG00000058800,ENSDARG00000059404,ENSDARG00000060049,ENSDARG00000060383,ENSDARG00000060655,ENSDARG00000061091,ENSDARG00000061789,ENSDARG00000062820,ENSDARG00000062865,ENSDARG00000063108,ENSDARG00000068628,ENSDARG00000068653,ENSDARG00000068657,ENSDARG00000069150,ENSDARG00000069386,ENSDARG00000069496,ENSDARG00000069707,ENSDARG00000069829,ENSDARG00000069937,ENSDARG00000069951,ENSDARG00000070121,ENSDARG00000070155,ENSDARG00000070317,ENSDARG00000070318,ENSDARG00000070434,ENSDARG00000070472,ENSDARG00000070539,ENSDARG00000070705,ENSDARG00000070774,ENSDARG00000071355,ENSDARG00000071409,ENSDARG00000071881,ENSDARG00000073876,ENSDARG00000074069,ENSDARG00000074163,ENSDARG00000074246,ENSDARG00000074289,ENSDARG00000074607,ENSDARG00000074719,ENSDARG00000075173,ENSDARG00000075850,ENSDARG00000076040,ENSDARG00000076146,ENSDARG00000076158,ENSDARG00000076257,ENSDARG00000076269,ENSDARG00000076727,ENSDARG00000077653,ENSDARG00000078093,ENSDARG00000078479,ENSDARG00000078686,ENSDARG00000078731,ENSDARG00000078832,ENSDARG00000079219,ENSDARG00000079245,ENSDARG00000079269,ENSDARG00000079672,ENSDARG00000086228,ENSDARG00000087243,ENSDARG00000087289,ENSDARG00000087346,ENSDARG00000087375,ENSDARG00000087647,ENSDARG00000087762,ENSDARG00000087869,ENSDARG00000089602,ENSDARG00000090036,ENSDARG00000090062,ENSDARG00000090099,ENSDARG00000090213,ENSDARG00000090548,ENSDARG00000092823,ENSDARG00000092883,ENSDARG00000093082,ENSDARG00000093230,ENSDARG00000093476,ENSDARG00000093487,ENSDARG00000094466,ENSDARG00000094489,ENSDARG00000094673,ENSDARG00000094747,ENSDARG00000094984,ENSDARG00000095065,ENSDARG00000095410,ENSDARG00000095739,ENSDARG00000098344,ENSDARG00000098347,ENSDARG00000098367,ENSDARG00000098497,ENSDARG00000098627,ENSDARG00000098853,ENSDARG00000099026,ENSDARG00000099101,ENSDARG00000099205,ENSDARG00000099236,ENSDARG00000099238,ENSDARG00000099279,ENSDARG00000099517,ENSDARG00000099527,ENSDARG00000099678,ENSDARG00000099779,ENSDARG00000099864,ENSDARG00000099918,ENSDARG00000100199,ENSDARG00000100339,ENSDARG00000100370,ENSDARG00000100371,ENSDARG00000100752,ENSDARG00000101170,ENSDARG00000101534,ENSDARG00000101626,ENSDARG00000101680,ENSDARG00000101906,ENSDARG00000102281,ENSDARG00000102364,ENSDARG00000102683,ENSDARG00000103032,ENSDARG00000103127,ENSDARG00000103594,ENSDARG00000103714,ENSDARG00000103858,ENSDARG00000103883,ENSDARG00000103900,ENSDARG00000103935,ENSDARG00000104149,ENSDARG00000104173,ENSDARG00000104284,ENSDARG00000104436,ENSDARG00000104643,ENSDARG00000104801,ENSDARG00000105145,ENSDARG00000105254,ENSDARG00000105367,ENSDARG00000107486,ENSDARG00000109240,ENSDARG00000110879,ENSDARG00000111106,ENSDARG00000111833,ENSDARG00000112675,ENSDARG00000112889,ENSDARG00000112959,ENSDARG00000113899,ENSDARG00000115941,ENSDARG00000116058,ENSDARG00000116928,ENSDARG00000117000,ENSDARG00000117130,ENSDARG00000117179
GO:0048020	CCR chemokine receptor binding	15	2	0.13	0.0075	ENSDARG00000041835,ENSDARG00000041919,ENSDARG00000041923,ENSDARG00000070873,ENSDARG00000071499,ENSDARG00000074772,ENSDARG00000090873,ENSDARG00000092283,ENSDARG00000093608,ENSDARG00000094511,ENSDARG00000099982,ENSDARG00000100484,ENSDARG00000101040,ENSDARG00000103466,ENSDARG00000105263
GO:0003924	GTPase activity	220	6	1.94	0.0127	ENSDARG00000003244,ENSDARG00000004218,ENSDARG00000004270,ENSDARG00000004301,ENSDARG00000004696,ENSDARG00000005049,ENSDARG00000005651,ENSDARG00000006260,ENSDARG00000006553,ENSDARG00000006915,ENSDARG00000007257,ENSDARG00000007396,ENSDARG00000008292,ENSDARG00000008867,ENSDARG00000009484,ENSDARG00000011884,ENSDARG00000012553,ENSDARG00000012763,ENSDARG00000013203,ENSDARG00000013843,ENSDARG00000014340,ENSDARG00000014427,ENSDARG00000014462,ENSDARG00000014763,ENSDARG00000014975,ENSDARG00000015404,ENSDARG00000015610,ENSDARG00000015611,ENSDARG00000016059,ENSDARG00000016253,ENSDARG00000016301,ENSDARG00000016393,ENSDARG00000017140,ENSDARG00000017294,ENSDARG00000018107,ENSDARG00000018328,ENSDARG00000018602,ENSDARG00000018627,ENSDARG00000018650,ENSDARG00000019144,ENSDARG00000019274,ENSDARG00000019396,ENSDARG00000020235,ENSDARG00000020261,ENSDARG00000020497,ENSDARG00000020544,ENSDARG00000020850,ENSDARG00000021287,ENSDARG00000021309,ENSDARG00000021647,ENSDARG00000021688,ENSDARG00000024789,ENSDARG00000025826,ENSDARG00000025953,ENSDARG00000026049,ENSDARG00000026098,ENSDARG00000026383,ENSDARG00000026712,ENSDARG00000026845,ENSDARG00000027590,ENSDARG00000028401,ENSDARG00000028442,ENSDARG00000029036,ENSDARG00000029112,ENSDARG00000029663,ENSDARG00000029885,ENSDARG00000030608,ENSDARG00000030644,ENSDARG00000031048,ENSDARG00000031164,ENSDARG00000032056,ENSDARG00000032238,ENSDARG00000032708,ENSDARG00000033056,ENSDARG00000033182,ENSDARG00000033320,ENSDARG00000034063,ENSDARG00000034522,ENSDARG00000034771,ENSDARG00000035178,ENSDARG00000035719,ENSDARG00000036058,ENSDARG00000036252,ENSDARG00000036499,ENSDARG00000036700,ENSDARG00000036767,ENSDARG00000036778,ENSDARG00000037619,ENSDARG00000037967,ENSDARG00000038010,ENSDARG00000038225,ENSDARG00000038668,ENSDARG00000039162,ENSDARG00000039345,ENSDARG00000040158,ENSDARG00000041170,ENSDARG00000041450,ENSDARG00000041723,ENSDARG00000041878,ENSDARG00000042094,ENSDARG00000042708,ENSDARG00000042900,ENSDARG00000043928,ENSDARG00000044199,ENSDARG00000044573,ENSDARG00000044760,ENSDARG00000045027,ENSDARG00000045074,ENSDARG00000045367,ENSDARG00000045415,ENSDARG00000045463,ENSDARG00000045628,ENSDARG00000045989,ENSDARG00000046013,ENSDARG00000046106,ENSDARG00000052222,ENSDARG00000052594,ENSDARG00000052673,ENSDARG00000052928,ENSDARG00000053066,ENSDARG00000053467,ENSDARG00000054032,ENSDARG00000054389,ENSDARG00000054649,ENSDARG00000055216,ENSDARG00000055291,ENSDARG00000056347,ENSDARG00000056479,ENSDARG00000056654,ENSDARG00000056794,ENSDARG00000057026,ENSDARG00000057394,ENSDARG00000057719,ENSDARG00000057857,ENSDARG00000057995,ENSDARG00000058219,ENSDARG00000058425,ENSDARG00000058464,ENSDARG00000058800,ENSDARG00000059404,ENSDARG00000060383,ENSDARG00000061789,ENSDARG00000062820,ENSDARG00000062865,ENSDARG00000068628,ENSDARG00000068653,ENSDARG00000069150,ENSDARG00000069386,ENSDARG00000069496,ENSDARG00000069829,ENSDARG00000069937,ENSDARG00000069951,ENSDARG00000070121,ENSDARG00000070155,ENSDARG00000070318,ENSDARG00000070434,ENSDARG00000070472,ENSDARG00000070539,ENSDARG00000070705,ENSDARG00000070774,ENSDARG00000071409,ENSDARG00000071881,ENSDARG00000073765,ENSDARG00000073876,ENSDARG00000074163,ENSDARG00000074246,ENSDARG00000074289,ENSDARG00000074719,ENSDARG00000075850,ENSDARG00000076040,ENSDARG00000076727,ENSDARG00000078686,ENSDARG00000079219,ENSDARG00000079672,ENSDARG00000087243,ENSDARG00000087346,ENSDARG00000087762,ENSDARG00000090036,ENSDARG00000090062,ENSDARG00000090213,ENSDARG00000092948,ENSDARG00000094466,ENSDARG00000094673,ENSDARG00000098344,ENSDARG00000098367,ENSDARG00000098497,ENSDARG00000098627,ENSDARG00000099205,ENSDARG00000099236,ENSDARG00000099238,ENSDARG00000099279,ENSDARG00000099527,ENSDARG00000099779,ENSDARG00000099918,ENSDARG00000100339,ENSDARG00000100371,ENSDARG00000100752,ENSDARG00000101170,ENSDARG00000101534,ENSDARG00000101626,ENSDARG00000101680,ENSDARG00000103032,ENSDARG00000103714,ENSDARG00000103858,ENSDARG00000103900,ENSDARG00000103935,ENSDARG00000104149,ENSDARG00000104173,ENSDARG00000104436,ENSDARG00000104643,ENSDARG00000104801,ENSDARG00000105254,ENSDARG00000111106,ENSDARG00000112675,ENSDARG00000112889,ENSDARG00000113899,ENSDARG00000115627,ENSDARG00000116003,ENSDARG00000116058,ENSDARG00000117130
GO:0005125	cytokine activity	63	3	0.55	0.0179	ENSDARG00000007743,ENSDARG00000012671,ENSDARG00000012987,ENSDARG00000014796,ENSDARG00000019367,ENSDARG00000025607,ENSDARG00000029546,ENSDARG00000033727,ENSDARG00000034895,ENSDARG00000039351,ENSDARG00000040159,ENSDARG00000041430,ENSDARG00000041835,ENSDARG00000041919,ENSDARG00000041923,ENSDARG00000042784,ENSDARG00000052361,ENSDARG00000054542,ENSDARG00000056627,ENSDARG00000057180,ENSDARG00000058557,ENSDARG00000058570,ENSDARG00000060526,ENSDARG00000063230,ENSDARG00000068263,ENSDARG00000070676,ENSDARG00000070873,ENSDARG00000071499,ENSDARG00000073935,ENSDARG00000074772,ENSDARG00000075045,ENSDARG00000076569,ENSDARG00000078387,ENSDARG00000078738,ENSDARG00000079158,ENSDARG00000079713,ENSDARG00000089383,ENSDARG00000090344,ENSDARG00000090873,ENSDARG00000091003,ENSDARG00000092283,ENSDARG00000092423,ENSDARG00000093608,ENSDARG00000094511,ENSDARG00000095939,ENSDARG00000098700,ENSDARG00000098752,ENSDARG00000099982,ENSDARG00000100484,ENSDARG00000100737,ENSDARG00000101040,ENSDARG00000101279,ENSDARG00000102211,ENSDARG00000102299,ENSDARG00000102514,ENSDARG00000102776,ENSDARG00000102945,ENSDARG00000103466,ENSDARG00000103679,ENSDARG00000103826,ENSDARG00000105263,ENSDARG00000114393,ENSDARG00000114454
GO:0008238	exopeptidase activity	66	3	0.58	0.0202	ENSDARG00000003931,ENSDARG00000006901,ENSDARG00000007813,ENSDARG00000010146,ENSDARG00000011769,ENSDARG00000012013,ENSDARG00000012506,ENSDARG00000012871,ENSDARG00000013024,ENSDARG00000016611,ENSDARG00000018342,ENSDARG00000019715,ENSDARG00000020676,ENSDARG00000020952,ENSDARG00000021339,ENSDARG00000021383,ENSDARG00000021859,ENSDARG00000022599,ENSDARG00000023526,ENSDARG00000025977,ENSDARG00000026017,ENSDARG00000027609,ENSDARG00000029011,ENSDARG00000030915,ENSDARG00000036809,ENSDARG00000037144,ENSDARG00000037176,ENSDARG00000037883,ENSDARG00000040072,ENSDARG00000042793,ENSDARG00000043497,ENSDARG00000043722,ENSDARG00000044943,ENSDARG00000045442,ENSDARG00000045900,ENSDARG00000052045,ENSDARG00000052074,ENSDARG00000052606,ENSDARG00000055172,ENSDARG00000056480,ENSDARG00000057064,ENSDARG00000062293,ENSDARG00000068181,ENSDARG00000068461,ENSDARG00000069261,ENSDARG00000069583,ENSDARG00000073716,ENSDARG00000075521,ENSDARG00000076602,ENSDARG00000077688,ENSDARG00000078258,ENSDARG00000079216,ENSDARG00000079420,ENSDARG00000079932,ENSDARG00000087717,ENSDARG00000091726,ENSDARG00000097285,ENSDARG00000098114,ENSDARG00000100394,ENSDARG00000101334,ENSDARG00000102249,ENSDARG00000102571,ENSDARG00000102758,ENSDARG00000104384,ENSDARG00000105118,ENSDARG00000117193
GO:0005201	extracellular matrix structural constitu...	27	2	0.24	0.0233	ENSDARG00000003533,ENSDARG00000012066,ENSDARG00000012405,ENSDARG00000020007,ENSDARG00000030215,ENSDARG00000045524,ENSDARG00000051824,ENSDARG00000051896,ENSDARG00000052779,ENSDARG00000059369,ENSDARG00000062319,ENSDARG00000069093,ENSDARG00000070597,ENSDARG00000073699,ENSDARG00000074216,ENSDARG00000076196,ENSDARG00000077403,ENSDARG00000079011,ENSDARG00000087227,ENSDARG00000095409,ENSDARG00000095901,ENSDARG00000097826,ENSDARG00000100781,ENSDARG00000104110,ENSDARG00000105274,ENSDARG00000109601,ENSDARG00000113315
