srpk3_hom_ttnb_het_1	srpk3_hom_ttnb_het
srpk3_hom_ttnb_het_2	srpk3_hom_ttnb_het
srpk3_hom_ttnb_het_7	srpk3_hom_ttnb_het
srpk3_hom_ttnb_het_8	srpk3_hom_ttnb_het
srpk3_hom_ttnb_het_9	srpk3_hom_ttnb_het
srpk3_hom_ttnb_het_10	srpk3_hom_ttnb_het
srpk3_wt_ttnb_het_1	srpk3_wt_ttnb_het
srpk3_wt_ttnb_het_2	srpk3_wt_ttnb_het
srpk3_wt_ttnb_het_3	srpk3_wt_ttnb_het
srpk3_wt_ttnb_het_7	srpk3_wt_ttnb_het
srpk3_wt_ttnb_het_8	srpk3_wt_ttnb_het
srpk3_wt_ttnb_het_9	srpk3_wt_ttnb_het
