Sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11
srpk3_hom_ttnb_het_1	-4.022126362242215	-4.738496739574601	0.8486887168081183	-3.693159932827182	2.664758564776517	-4.982245005399233	1.365450792034151	-0.5915491249663782	-0.18468321999782977	-1.8265641304822862	-1.0643260173202826
srpk3_hom_ttnb_het_2	4.395869311742234	-4.477716601309418	-0.47094224047773214	4.7644439245906085	-2.6352826630230615	-3.585065509362683	0.5130493073813104	-2.3363816442934335	-0.9068200534481519	1.2176199359814117	1.4245266955162568
srpk3_hom_ttnb_het_7	-5.386154033308577	-4.329528175052083	0.09638563685207069	2.948436360869218	-0.03146761900103939	4.473442875258174	-0.3643883562890815	-2.7894141655495948	0.6912696633885262	-2.4217500114960893	-1.0864088599788881
srpk3_hom_ttnb_het_8	-1.0205589457051625	-6.1720167600796305	3.795116529754141	-2.4916351385910005	-4.303534741998045	1.797712424098551	0.9335223388391252	3.3161357193853402	0.39398041101602826	1.2699653276879328	0.02544752627713706
srpk3_hom_ttnb_het_9	7.394213434105897	-1.8759651116912186	-1.7072282773211587	1.2237515823803446	2.248477660656807	0.6279230883313854	-2.2017618463002773	2.008879961778894	-1.6783893476499854	0.5007225413067102	-3.366588023492528
srpk3_hom_ttnb_het_10	4.72186942707237	-2.427091912361944	-0.1790725082548484	-1.1513489895369209	4.315411809060681	2.3183788521556226	0.20054768998415382	0.7358662658406029	0.10792468321654716	-0.5368866910179606	3.81313216799836
srpk3_wt_ttnb_het_1	-3.8254848906971004	3.1437816778131236	-5.7962190016891535	-0.4286774663050847	-2.7303971380457215	-0.9982584250567483	-2.8843182229678987	2.0590001612144615	-1.5129951287898649	-2.178332249497392	1.3389990960854314
srpk3_wt_ttnb_het_2	-5.675539987583045	3.2744118218279565	-2.741370680767906	-0.14090679785988827	1.2936024179772105	1.4417998375031245	3.293138293716892	-0.47762902264778984	-3.049448469904094	3.1061439019429007	-0.21318856771857492
srpk3_wt_ttnb_het_3	5.546113441337806	3.4741867698648856	-1.395882607673402	-5.354643141395345	-2.2414779548354793	1.0371200089793269	-0.6238521988944263	-3.814939790575775	1.0545842091000228	0.4798803276344429	-0.5250585896269316
srpk3_wt_ttnb_het_7	-0.1388446317943755	7.153058703520552	8.477286432628091	1.012283327151677	0.10134581798225972	-0.4463288976233648	-1.1963757054584399	-0.2089424475363857	-2.0769176409506325	-0.9679159386601799	0.23882013971194632
srpk3_wt_ttnb_het_8	-4.917074060008682	1.4976237969530444	0.35117210701936735	1.0668401548602122	1.7565415365926749	-1.216271779982571	-3.2741690311689378	0.24573808523984064	3.942702770488162	2.9430487229395474	0.11587483562507261
srpk3_wt_ttnb_het_9	2.9277172970808483	5.47775253008933	-1.2779341068775805	2.244616116663358	-0.43797769014280025	-0.4682074689015851	4.239156939123422	1.8532360021102185	3.218792123531268	-1.5859317363390335	-0.7012304030769985
