GO.ID	Term	Annotated	Significant	Expected	pval	Genes
GO:0003779	actin binding	180	26	6.71	6.4e-07	ENSDARG00000001431,ENSDARG00000001993,ENSDARG00000003084,ENSDARG00000003313,ENSDARG00000004658,ENSDARG00000006283,ENSDARG00000006385,ENSDARG00000006712,ENSDARG00000008170,ENSDARG00000008383,ENSDARG00000008487,ENSDARG00000008790,ENSDARG00000009336,ENSDARG00000009341,ENSDARG00000009567,ENSDARG00000009689,ENSDARG00000010031,ENSDARG00000011777,ENSDARG00000012311,ENSDARG00000012586,ENSDARG00000012729,ENSDARG00000012944,ENSDARG00000013110,ENSDARG00000013335,ENSDARG00000014106,ENSDARG00000014248,ENSDARG00000014651,ENSDARG00000015149,ENSDARG00000015552,ENSDARG00000017036,ENSDARG00000017105,ENSDARG00000017901,ENSDARG00000018566,ENSDARG00000018820,ENSDARG00000019117,ENSDARG00000019231,ENSDARG00000019304,ENSDARG00000020204,ENSDARG00000020395,ENSDARG00000020890,ENSDARG00000021193,ENSDARG00000022045,ENSDARG00000023188,ENSDARG00000024209,ENSDARG00000026350,ENSDARG00000027063,ENSDARG00000027172,ENSDARG00000027600,ENSDARG00000028943,ENSDARG00000030107,ENSDARG00000030490,ENSDARG00000030722,ENSDARG00000032630,ENSDARG00000035322,ENSDARG00000035398,ENSDARG00000035433,ENSDARG00000035438,ENSDARG00000035560,ENSDARG00000035650,ENSDARG00000035868,ENSDARG00000036245,ENSDARG00000037266,ENSDARG00000038583,ENSDARG00000038938,ENSDARG00000039142,ENSDARG00000041720,ENSDARG00000043667,ENSDARG00000043710,ENSDARG00000044956,ENSDARG00000044968,ENSDARG00000045064,ENSDARG00000045298,ENSDARG00000045880,ENSDARG00000052247,ENSDARG00000053484,ENSDARG00000054610,ENSDARG00000055075,ENSDARG00000055223,ENSDARG00000055632,ENSDARG00000055713,ENSDARG00000056250,ENSDARG00000056322,ENSDARG00000056504,ENSDARG00000056780,ENSDARG00000057882,ENSDARG00000057984,ENSDARG00000058128,ENSDARG00000058243,ENSDARG00000059466,ENSDARG00000059604,ENSDARG00000059701,ENSDARG00000059774,ENSDARG00000060326,ENSDARG00000060627,ENSDARG00000060860,ENSDARG00000061304,ENSDARG00000061635,ENSDARG00000061862,ENSDARG00000061968,ENSDARG00000062662,ENSDARG00000063068,ENSDARG00000063195,ENSDARG00000063295,ENSDARG00000063682,ENSDARG00000067701,ENSDARG00000067711,ENSDARG00000067990,ENSDARG00000067995,ENSDARG00000067997,ENSDARG00000070076,ENSDARG00000070835,ENSDARG00000070991,ENSDARG00000071084,ENSDARG00000071113,ENSDARG00000071445,ENSDARG00000073761,ENSDARG00000074443,ENSDARG00000074575,ENSDARG00000074581,ENSDARG00000075433,ENSDARG00000075752,ENSDARG00000075867,ENSDARG00000076371,ENSDARG00000077410,ENSDARG00000078313,ENSDARG00000078696,ENSDARG00000079440,ENSDARG00000079564,ENSDARG00000079591,ENSDARG00000079782,ENSDARG00000087388,ENSDARG00000088168,ENSDARG00000089310,ENSDARG00000089569,ENSDARG00000090628,ENSDARG00000090637,ENSDARG00000091006,ENSDARG00000091090,ENSDARG00000092369,ENSDARG00000092970,ENSDARG00000093000,ENSDARG00000093112,ENSDARG00000094732,ENSDARG00000094760,ENSDARG00000094792,ENSDARG00000095217,ENSDARG00000095930,ENSDARG00000097317,ENSDARG00000097487,ENSDARG00000098955,ENSDARG00000099283,ENSDARG00000099690,ENSDARG00000099959,ENSDARG00000099974,ENSDARG00000100222,ENSDARG00000101777,ENSDARG00000101858,ENSDARG00000102128,ENSDARG00000102272,ENSDARG00000102414,ENSDARG00000102441,ENSDARG00000102829,ENSDARG00000103917,ENSDARG00000103969,ENSDARG00000104300,ENSDARG00000104478,ENSDARG00000104713,ENSDARG00000104836,ENSDARG00000105209,ENSDARG00000110192,ENSDARG00000110291,ENSDARG00000111386,ENSDARG00000111606,ENSDARG00000112168,ENSDARG00000112287,ENSDARG00000113614,ENSDARG00000114022,ENSDARG00000114031,ENSDARG00000114870,ENSDARG00000117069
GO:0051015	actin filament binding	102	12	3.8	0.00039	ENSDARG00000001431,ENSDARG00000001993,ENSDARG00000004658,ENSDARG00000006385,ENSDARG00000008170,ENSDARG00000008383,ENSDARG00000008487,ENSDARG00000008790,ENSDARG00000009336,ENSDARG00000009567,ENSDARG00000011777,ENSDARG00000012586,ENSDARG00000012944,ENSDARG00000013110,ENSDARG00000013335,ENSDARG00000014106,ENSDARG00000014651,ENSDARG00000017036,ENSDARG00000017901,ENSDARG00000018566,ENSDARG00000018820,ENSDARG00000019231,ENSDARG00000020890,ENSDARG00000021193,ENSDARG00000023188,ENSDARG00000027063,ENSDARG00000030107,ENSDARG00000030490,ENSDARG00000032630,ENSDARG00000035322,ENSDARG00000035433,ENSDARG00000035438,ENSDARG00000035560,ENSDARG00000039142,ENSDARG00000041720,ENSDARG00000043667,ENSDARG00000044968,ENSDARG00000045064,ENSDARG00000045880,ENSDARG00000053484,ENSDARG00000054610,ENSDARG00000055075,ENSDARG00000055223,ENSDARG00000055713,ENSDARG00000056250,ENSDARG00000056504,ENSDARG00000057882,ENSDARG00000059701,ENSDARG00000059774,ENSDARG00000060326,ENSDARG00000060627,ENSDARG00000060860,ENSDARG00000061304,ENSDARG00000061635,ENSDARG00000061862,ENSDARG00000061968,ENSDARG00000063068,ENSDARG00000063295,ENSDARG00000063682,ENSDARG00000067990,ENSDARG00000067995,ENSDARG00000067997,ENSDARG00000070835,ENSDARG00000071113,ENSDARG00000073761,ENSDARG00000074443,ENSDARG00000074575,ENSDARG00000074581,ENSDARG00000075433,ENSDARG00000075752,ENSDARG00000076371,ENSDARG00000079440,ENSDARG00000079564,ENSDARG00000079782,ENSDARG00000088168,ENSDARG00000090637,ENSDARG00000091090,ENSDARG00000092369,ENSDARG00000093000,ENSDARG00000093112,ENSDARG00000094760,ENSDARG00000095217,ENSDARG00000095930,ENSDARG00000097317,ENSDARG00000099959,ENSDARG00000100222,ENSDARG00000102272,ENSDARG00000102441,ENSDARG00000103917,ENSDARG00000103969,ENSDARG00000104713,ENSDARG00000104836,ENSDARG00000105209,ENSDARG00000110192,ENSDARG00000110291,ENSDARG00000111386,ENSDARG00000111606,ENSDARG00000112168,ENSDARG00000112287,ENSDARG00000113614,ENSDARG00000114022,ENSDARG00000114031
GO:0005201	extracellular matrix structural constitu...	27	5	1.01	0.00286	ENSDARG00000002084,ENSDARG00000002295,ENSDARG00000003395,ENSDARG00000003533,ENSDARG00000019782,ENSDARG00000045524,ENSDARG00000051824,ENSDARG00000051896,ENSDARG00000052779,ENSDARG00000055009,ENSDARG00000059369,ENSDARG00000061848,ENSDARG00000062319,ENSDARG00000068923,ENSDARG00000074216,ENSDARG00000076196,ENSDARG00000087087,ENSDARG00000087227,ENSDARG00000095409,ENSDARG00000095843,ENSDARG00000095901,ENSDARG00000097826,ENSDARG00000099390,ENSDARG00000104110,ENSDARG00000105274,ENSDARG00000109601,ENSDARG00000113315
