GO.ID	Term	Annotated	Significant	Expected	pval	Genes
GO:0008094	DNA-dependent ATPase activity	26	3	0.09	7.8e-05	ENSDARG00000014274,ENSDARG00000017928,ENSDARG00000018022,ENSDARG00000018918,ENSDARG00000024488,ENSDARG00000026400,ENSDARG00000034195,ENSDARG00000035634,ENSDARG00000037532,ENSDARG00000040041,ENSDARG00000041411,ENSDARG00000042458,ENSDARG00000052348,ENSDARG00000054799,ENSDARG00000055969,ENSDARG00000057683,ENSDARG00000057738,ENSDARG00000058480,ENSDARG00000063276,ENSDARG00000068919,ENSDARG00000077226,ENSDARG00000078759,ENSDARG00000092134,ENSDARG00000101180,ENSDARG00000102798,ENSDARG00000104541
GO:0004181	metallocarboxypeptidase activity	12	2	0.04	0.00067	ENSDARG00000006901,ENSDARG00000011769,ENSDARG00000012013,ENSDARG00000021339,ENSDARG00000030915,ENSDARG00000043722,ENSDARG00000045442,ENSDARG00000073716,ENSDARG00000077688,ENSDARG00000091726,ENSDARG00000098158,ENSDARG00000104384
GO:0003678	DNA helicase activity	26	2	0.09	0.00322	ENSDARG00000002402,ENSDARG00000002591,ENSDARG00000007175,ENSDARG00000011072,ENSDARG00000012600,ENSDARG00000015471,ENSDARG00000020289,ENSDARG00000021985,ENSDARG00000035074,ENSDARG00000037532,ENSDARG00000040041,ENSDARG00000042236,ENSDARG00000055639,ENSDARG00000057683,ENSDARG00000058480,ENSDARG00000071551,ENSDARG00000074410,ENSDARG00000075211,ENSDARG00000075543,ENSDARG00000078759,ENSDARG00000099298,ENSDARG00000099900,ENSDARG00000101180,ENSDARG00000102798,ENSDARG00000103933,ENSDARG00000112136
GO:0005215	transporter activity	481	6	1.58	0.00399	ENSDARG00000000241,ENSDARG00000000442,ENSDARG00000000551,ENSDARG00000001354,ENSDARG00000001437,ENSDARG00000001712,ENSDARG00000001767,ENSDARG00000001788,ENSDARG00000001870,ENSDARG00000002194,ENSDARG00000002300,ENSDARG00000002666,ENSDARG00000002771,ENSDARG00000002947,ENSDARG00000003203,ENSDARG00000003697,ENSDARG00000003808,ENSDARG00000004627,ENSDARG00000005122,ENSDARG00000005518,ENSDARG00000005894,ENSDARG00000006137,ENSDARG00000006240,ENSDARG00000006370,ENSDARG00000006447,ENSDARG00000006522,ENSDARG00000006865,ENSDARG00000007080,ENSDARG00000007180,ENSDARG00000007412,ENSDARG00000007788,ENSDARG00000007886,ENSDARG00000008212,ENSDARG00000008263,ENSDARG00000008637,ENSDARG00000009018,ENSDARG00000009021,ENSDARG00000009447,ENSDARG00000010149,ENSDARG00000010296,ENSDARG00000010625,ENSDARG00000010641,ENSDARG00000010936,ENSDARG00000011049,ENSDARG00000011422,ENSDARG00000011553,ENSDARG00000011573,ENSDARG00000011618,ENSDARG00000011841,ENSDARG00000011909,ENSDARG00000011925,ENSDARG00000011945,ENSDARG00000012297,ENSDARG00000012388,ENSDARG00000012390,ENSDARG00000012609,ENSDARG00000012684,ENSDARG00000012881,ENSDARG00000012903,ENSDARG00000013117,ENSDARG00000013335,ENSDARG00000013623,ENSDARG00000013749,ENSDARG00000013784,ENSDARG00000013830,ENSDARG00000013871,ENSDARG00000013961,ENSDARG00000014031,ENSDARG00000014057,ENSDARG00000014085,ENSDARG00000014313,ENSDARG00000014496,ENSDARG00000014599,ENSDARG00000014916,ENSDARG00000015033,ENSDARG00000015869,ENSDARG00000015915,ENSDARG00000015997,ENSDARG00000016695,ENSDARG00000016699,ENSDARG00000016835,ENSDARG00000016934,ENSDARG00000016963,ENSDARG00000017047,ENSDARG00000017254,ENSDARG00000017365,ENSDARG00000017398,ENSDARG00000017740,ENSDARG00000017775,ENSDARG00000017960,ENSDARG00000018621,ENSDARG00000018980,ENSDARG00000019253,ENSDARG00000019404,ENSDARG00000019693,ENSDARG00000019713,ENSDARG00000019998,ENSDARG00000020085,ENSDARG00000020114,ENSDARG00000020212,ENSDARG00000020278,ENSDARG00000020574,ENSDARG00000020623,ENSDARG00000020847,ENSDARG00000020981,ENSDARG00000020984,ENSDARG00000021147,ENSDARG00000021566,ENSDARG00000021573,ENSDARG00000021787,ENSDARG00000022315,ENSDARG00000022424,ENSDARG00000022438,ENSDARG00000022767,ENSDARG00000022995,ENSDARG00000023151,ENSDARG00000023394,ENSDARG00000023768,ENSDARG00000023797,ENSDARG00000024295,ENSDARG00000024478,ENSDARG00000024560,ENSDARG00000024771,ENSDARG00000025285,ENSDARG00000025566,ENSDARG00000026109,ENSDARG00000026149,ENSDARG00000026680,ENSDARG00000026682,ENSDARG00000026787,ENSDARG00000026835,ENSDARG00000027355,ENSDARG00000028173,ENSDARG00000028583,ENSDARG00000028824,ENSDARG00000029510,ENSDARG00000029718,ENSDARG00000029832,ENSDARG00000029898,ENSDARG00000029931,ENSDARG00000030417,ENSDARG00000030530,ENSDARG00000030588,ENSDARG00000030630,ENSDARG00000030694,ENSDARG00000030881,ENSDARG00000031278,ENSDARG00000031506,ENSDARG00000031587,ENSDARG00000031757,ENSDARG00000031875,ENSDARG00000032188,ENSDARG00000032970,ENSDARG00000033446,ENSDARG00000034307,ENSDARG00000034473,ENSDARG00000034534,ENSDARG00000034600,ENSDARG00000035458,ENSDARG00000035459,ENSDARG00000035565,ENSDARG00000035741,ENSDARG00000035861,ENSDARG00000035880,ENSDARG00000035905,ENSDARG00000035909,ENSDARG00000035961,ENSDARG00000036005,ENSDARG00000036147,ENSDARG00000036232,ENSDARG00000036237,ENSDARG00000036442,ENSDARG00000036721,ENSDARG00000036722,ENSDARG00000037097,ENSDARG00000037285,ENSDARG00000037393,ENSDARG00000037409,ENSDARG00000037679,ENSDARG00000037748,ENSDARG00000037861,ENSDARG00000038106,ENSDARG00000038862,ENSDARG00000039131,ENSDARG00000039490,ENSDARG00000039999,ENSDARG00000040027,ENSDARG00000040180,ENSDARG00000040252,ENSDARG00000040338,ENSDARG00000040627,ENSDARG00000040698,ENSDARG00000041107,ENSDARG00000041431,ENSDARG00000041787,ENSDARG00000041797,ENSDARG00000041848,ENSDARG00000041980,ENSDARG00000042285,ENSDARG00000042440,ENSDARG00000042521,ENSDARG00000042552,ENSDARG00000042707,ENSDARG00000042737,ENSDARG00000042780,ENSDARG00000042866,ENSDARG00000042954,ENSDARG00000043055,ENSDARG00000043279,ENSDARG00000043466,ENSDARG00000044047,ENSDARG00000044528,ENSDARG00000044752,ENSDARG00000045051,ENSDARG00000045067,ENSDARG00000045141,ENSDARG00000045437,ENSDARG00000045514,ENSDARG00000045543,ENSDARG00000045589,ENSDARG00000045601,ENSDARG00000045792,ENSDARG00000045927,ENSDARG00000046012,ENSDARG00000046091,ENSDARG00000051874,ENSDARG00000051880,ENSDARG00000051921,ENSDARG00000052138,ENSDARG00000052271,ENSDARG00000052330,ENSDARG00000052497,ENSDARG00000052782,ENSDARG00000053269,ENSDARG00000053896,ENSDARG00000054218,ENSDARG00000054447,ENSDARG00000054584,ENSDARG00000054588,ENSDARG00000054658,ENSDARG00000054680,ENSDARG00000055190,ENSDARG00000055226,ENSDARG00000055253,ENSDARG00000055255,ENSDARG00000055288,ENSDARG00000055313,ENSDARG00000055342,ENSDARG00000055445,ENSDARG00000055835,ENSDARG00000055912,ENSDARG00000055917,ENSDARG00000056008,ENSDARG00000056028,ENSDARG00000056502,ENSDARG00000056625,ENSDARG00000056719,ENSDARG00000056978,ENSDARG00000056985,ENSDARG00000057017,ENSDARG00000057374,ENSDARG00000057427,ENSDARG00000057792,ENSDARG00000057853,ENSDARG00000058062,ENSDARG00000058145,ENSDARG00000058498,ENSDARG00000058638,ENSDARG00000058678,ENSDARG00000058731,ENSDARG00000058738,ENSDARG00000058953,ENSDARG00000058988,ENSDARG00000058990,ENSDARG00000059166,ENSDARG00000059305,ENSDARG00000059361,ENSDARG00000059365,ENSDARG00000059682,ENSDARG00000059792,ENSDARG00000059798,ENSDARG00000059993,ENSDARG00000060197,ENSDARG00000060366,ENSDARG00000060439,ENSDARG00000060879,ENSDARG00000060980,ENSDARG00000061039,ENSDARG00000061165,ENSDARG00000061272,ENSDARG00000061741,ENSDARG00000061749,ENSDARG00000061890,ENSDARG00000061908,ENSDARG00000061921,ENSDARG00000061941,ENSDARG00000062182,ENSDARG00000062362,ENSDARG00000062379,ENSDARG00000062672,ENSDARG00000062986,ENSDARG00000063288,ENSDARG00000063297,ENSDARG00000063347,ENSDARG00000063435,ENSDARG00000063539,ENSDARG00000063905,ENSDARG00000063911,ENSDARG00000063912,ENSDARG00000067784,ENSDARG00000067889,ENSDARG00000068143,ENSDARG00000068257,ENSDARG00000068940,ENSDARG00000069099,ENSDARG00000069298,ENSDARG00000069313,ENSDARG00000069432,ENSDARG00000069450,ENSDARG00000069478,ENSDARG00000069518,ENSDARG00000069660,ENSDARG00000069745,ENSDARG00000069832,ENSDARG00000069953,ENSDARG00000070078,ENSDARG00000070083,ENSDARG00000070214,ENSDARG00000070441,ENSDARG00000070447,ENSDARG00000070507,ENSDARG00000070672,ENSDARG00000070726,ENSDARG00000070957,ENSDARG00000071042,ENSDARG00000071049,ENSDARG00000071173,ENSDARG00000071192,ENSDARG00000071384,ENSDARG00000071396,ENSDARG00000071592,ENSDARG00000071724,ENSDARG00000073756,ENSDARG00000073881,ENSDARG00000073896,ENSDARG00000073985,ENSDARG00000074002,ENSDARG00000074149,ENSDARG00000074212,ENSDARG00000074384,ENSDARG00000074533,ENSDARG00000074561,ENSDARG00000074860,ENSDARG00000074876,ENSDARG00000075016,ENSDARG00000075375,ENSDARG00000075618,ENSDARG00000075802,ENSDARG00000075803,ENSDARG00000075854,ENSDARG00000076005,ENSDARG00000076230,ENSDARG00000076376,ENSDARG00000076547,ENSDARG00000076644,ENSDARG00000077021,ENSDARG00000077081,ENSDARG00000077326,ENSDARG00000077368,ENSDARG00000077371,ENSDARG00000077382,ENSDARG00000077715,ENSDARG00000077812,ENSDARG00000077875,ENSDARG00000077967,ENSDARG00000078363,ENSDARG00000078733,ENSDARG00000078887,ENSDARG00000078959,ENSDARG00000079009,ENSDARG00000079453,ENSDARG00000079525,ENSDARG00000079571,ENSDARG00000079873,ENSDARG00000086103,ENSDARG00000086786,ENSDARG00000087120,ENSDARG00000087224,ENSDARG00000088227,ENSDARG00000088263,ENSDARG00000088383,ENSDARG00000088891,ENSDARG00000089192,ENSDARG00000089490,ENSDARG00000089885,ENSDARG00000090685,ENSDARG00000090820,ENSDARG00000090861,ENSDARG00000090866,ENSDARG00000090900,ENSDARG00000091232,ENSDARG00000091413,ENSDARG00000091560,ENSDARG00000091614,ENSDARG00000091833,ENSDARG00000092112,ENSDARG00000093019,ENSDARG00000093078,ENSDARG00000095897,ENSDARG00000096533,ENSDARG00000096662,ENSDARG00000097292,ENSDARG00000097339,ENSDARG00000098096,ENSDARG00000098194,ENSDARG00000098355,ENSDARG00000098428,ENSDARG00000098438,ENSDARG00000098671,ENSDARG00000098918,ENSDARG00000099038,ENSDARG00000099111,ENSDARG00000099322,ENSDARG00000099663,ENSDARG00000099722,ENSDARG00000100227,ENSDARG00000100265,ENSDARG00000100315,ENSDARG00000100375,ENSDARG00000100420,ENSDARG00000100549,ENSDARG00000100555,ENSDARG00000100780,ENSDARG00000100917,ENSDARG00000101021,ENSDARG00000101050,ENSDARG00000101094,ENSDARG00000101144,ENSDARG00000101175,ENSDARG00000101225,ENSDARG00000101289,ENSDARG00000101379,ENSDARG00000101434,ENSDARG00000101633,ENSDARG00000101641,ENSDARG00000101677,ENSDARG00000101794,ENSDARG00000102035,ENSDARG00000102372,ENSDARG00000102381,ENSDARG00000102387,ENSDARG00000102463,ENSDARG00000102477,ENSDARG00000102612,ENSDARG00000102724,ENSDARG00000102793,ENSDARG00000103235,ENSDARG00000103399,ENSDARG00000103454,ENSDARG00000103927,ENSDARG00000103983,ENSDARG00000104085,ENSDARG00000104431,ENSDARG00000104450,ENSDARG00000104451,ENSDARG00000104495,ENSDARG00000104573,ENSDARG00000104834,ENSDARG00000105142,ENSDARG00000105453,ENSDARG00000106212,ENSDARG00000107086,ENSDARG00000107527,ENSDARG00000109717,ENSDARG00000111812,ENSDARG00000112349,ENSDARG00000114495,ENSDARG00000115557,ENSDARG00000115573,ENSDARG00000115603,ENSDARG00000116725
GO:0003697	single-stranded DNA binding	29	2	0.1	0.00400	ENSDARG00000002613,ENSDARG00000007734,ENSDARG00000014161,ENSDARG00000030155,ENSDARG00000037188,ENSDARG00000037532,ENSDARG00000040041,ENSDARG00000041411,ENSDARG00000043720,ENSDARG00000045308,ENSDARG00000045776,ENSDARG00000045815,ENSDARG00000045853,ENSDARG00000056483,ENSDARG00000057395,ENSDARG00000057562,ENSDARG00000057683,ENSDARG00000058237,ENSDARG00000058719,ENSDARG00000059398,ENSDARG00000078473,ENSDARG00000079915,ENSDARG00000091821,ENSDARG00000097346,ENSDARG00000099727,ENSDARG00000099900,ENSDARG00000101180,ENSDARG00000102765,ENSDARG00000102798
GO:0005201	extracellular matrix structural constitu...	42	2	0.14	0.00827	ENSDARG00000002084,ENSDARG00000003533,ENSDARG00000009014,ENSDARG00000011407,ENSDARG00000012066,ENSDARG00000012405,ENSDARG00000012422,ENSDARG00000012593,ENSDARG00000020007,ENSDARG00000024847,ENSDARG00000026165,ENSDARG00000030215,ENSDARG00000031678,ENSDARG00000035809,ENSDARG00000036558,ENSDARG00000045268,ENSDARG00000051896,ENSDARG00000052061,ENSDARG00000052063,ENSDARG00000052779,ENSDARG00000055009,ENSDARG00000058543,ENSDARG00000058960,ENSDARG00000059558,ENSDARG00000069093,ENSDARG00000073699,ENSDARG00000076196,ENSDARG00000077084,ENSDARG00000077403,ENSDARG00000079011,ENSDARG00000087227,ENSDARG00000092567,ENSDARG00000095409,ENSDARG00000095901,ENSDARG00000098237,ENSDARG00000098294,ENSDARG00000100781,ENSDARG00000101209,ENSDARG00000101816,ENSDARG00000104110,ENSDARG00000105274,ENSDARG00000113315
GO:0015293	symporter activity	47	2	0.15	0.01028	ENSDARG00000000551,ENSDARG00000001354,ENSDARG00000002771,ENSDARG00000010641,ENSDARG00000012903,ENSDARG00000013784,ENSDARG00000014599,ENSDARG00000014916,ENSDARG00000015033,ENSDARG00000016963,ENSDARG00000017365,ENSDARG00000018621,ENSDARG00000020085,ENSDARG00000020114,ENSDARG00000020212,ENSDARG00000028824,ENSDARG00000030588,ENSDARG00000030630,ENSDARG00000035909,ENSDARG00000045051,ENSDARG00000046091,ENSDARG00000052138,ENSDARG00000054658,ENSDARG00000055253,ENSDARG00000055313,ENSDARG00000056719,ENSDARG00000057017,ENSDARG00000060879,ENSDARG00000061165,ENSDARG00000061908,ENSDARG00000069478,ENSDARG00000071173,ENSDARG00000073756,ENSDARG00000074002,ENSDARG00000074212,ENSDARG00000074384,ENSDARG00000075375,ENSDARG00000075618,ENSDARG00000077326,ENSDARG00000077812,ENSDARG00000091560,ENSDARG00000098096,ENSDARG00000098438,ENSDARG00000100315,ENSDARG00000102724,ENSDARG00000104431,ENSDARG00000104573
GO:0022857	transmembrane transporter activity	442	5	1.45	0.01326	ENSDARG00000000241,ENSDARG00000000442,ENSDARG00000000551,ENSDARG00000001354,ENSDARG00000001437,ENSDARG00000001712,ENSDARG00000001767,ENSDARG00000001788,ENSDARG00000001870,ENSDARG00000002194,ENSDARG00000002300,ENSDARG00000002666,ENSDARG00000002771,ENSDARG00000002947,ENSDARG00000003203,ENSDARG00000003697,ENSDARG00000003808,ENSDARG00000004627,ENSDARG00000005122,ENSDARG00000005518,ENSDARG00000005894,ENSDARG00000006240,ENSDARG00000006370,ENSDARG00000006447,ENSDARG00000006522,ENSDARG00000006865,ENSDARG00000007080,ENSDARG00000007180,ENSDARG00000007412,ENSDARG00000007788,ENSDARG00000007886,ENSDARG00000008212,ENSDARG00000008263,ENSDARG00000009018,ENSDARG00000009021,ENSDARG00000009447,ENSDARG00000010149,ENSDARG00000010296,ENSDARG00000010625,ENSDARG00000010641,ENSDARG00000010936,ENSDARG00000011049,ENSDARG00000011422,ENSDARG00000011553,ENSDARG00000011573,ENSDARG00000011618,ENSDARG00000011841,ENSDARG00000011909,ENSDARG00000011925,ENSDARG00000011945,ENSDARG00000012297,ENSDARG00000012388,ENSDARG00000012390,ENSDARG00000012609,ENSDARG00000012684,ENSDARG00000012881,ENSDARG00000012903,ENSDARG00000013117,ENSDARG00000013335,ENSDARG00000013623,ENSDARG00000013749,ENSDARG00000013784,ENSDARG00000013871,ENSDARG00000013961,ENSDARG00000014031,ENSDARG00000014057,ENSDARG00000014085,ENSDARG00000014313,ENSDARG00000014496,ENSDARG00000014599,ENSDARG00000014916,ENSDARG00000015033,ENSDARG00000015869,ENSDARG00000015915,ENSDARG00000015997,ENSDARG00000016695,ENSDARG00000016699,ENSDARG00000016835,ENSDARG00000016934,ENSDARG00000016963,ENSDARG00000017254,ENSDARG00000017365,ENSDARG00000017398,ENSDARG00000017740,ENSDARG00000017775,ENSDARG00000017960,ENSDARG00000018621,ENSDARG00000018980,ENSDARG00000019253,ENSDARG00000019404,ENSDARG00000019693,ENSDARG00000019713,ENSDARG00000019998,ENSDARG00000020085,ENSDARG00000020114,ENSDARG00000020212,ENSDARG00000020278,ENSDARG00000020574,ENSDARG00000020623,ENSDARG00000020847,ENSDARG00000020981,ENSDARG00000020984,ENSDARG00000021147,ENSDARG00000021566,ENSDARG00000021573,ENSDARG00000021787,ENSDARG00000022315,ENSDARG00000022424,ENSDARG00000022438,ENSDARG00000022995,ENSDARG00000023151,ENSDARG00000023394,ENSDARG00000023768,ENSDARG00000023797,ENSDARG00000024295,ENSDARG00000024478,ENSDARG00000024560,ENSDARG00000024771,ENSDARG00000025285,ENSDARG00000025566,ENSDARG00000026109,ENSDARG00000026149,ENSDARG00000026680,ENSDARG00000026682,ENSDARG00000026787,ENSDARG00000026835,ENSDARG00000027355,ENSDARG00000028173,ENSDARG00000028583,ENSDARG00000028824,ENSDARG00000029510,ENSDARG00000029718,ENSDARG00000029832,ENSDARG00000029898,ENSDARG00000029931,ENSDARG00000030417,ENSDARG00000030530,ENSDARG00000030588,ENSDARG00000030630,ENSDARG00000030694,ENSDARG00000030881,ENSDARG00000031278,ENSDARG00000031506,ENSDARG00000031587,ENSDARG00000031757,ENSDARG00000031875,ENSDARG00000032188,ENSDARG00000032970,ENSDARG00000033446,ENSDARG00000034307,ENSDARG00000034473,ENSDARG00000034534,ENSDARG00000034600,ENSDARG00000035458,ENSDARG00000035459,ENSDARG00000035565,ENSDARG00000035741,ENSDARG00000035861,ENSDARG00000035880,ENSDARG00000035905,ENSDARG00000035909,ENSDARG00000035961,ENSDARG00000036147,ENSDARG00000036232,ENSDARG00000036237,ENSDARG00000036721,ENSDARG00000036722,ENSDARG00000037097,ENSDARG00000037285,ENSDARG00000037393,ENSDARG00000037409,ENSDARG00000037679,ENSDARG00000037748,ENSDARG00000037861,ENSDARG00000038106,ENSDARG00000038862,ENSDARG00000039131,ENSDARG00000039999,ENSDARG00000040180,ENSDARG00000040252,ENSDARG00000040338,ENSDARG00000040627,ENSDARG00000041107,ENSDARG00000041431,ENSDARG00000041787,ENSDARG00000041797,ENSDARG00000041848,ENSDARG00000041980,ENSDARG00000042440,ENSDARG00000042521,ENSDARG00000042552,ENSDARG00000042707,ENSDARG00000042737,ENSDARG00000042866,ENSDARG00000042954,ENSDARG00000043055,ENSDARG00000043279,ENSDARG00000043466,ENSDARG00000044047,ENSDARG00000044528,ENSDARG00000044752,ENSDARG00000045051,ENSDARG00000045067,ENSDARG00000045141,ENSDARG00000045437,ENSDARG00000045514,ENSDARG00000045543,ENSDARG00000045589,ENSDARG00000045601,ENSDARG00000045792,ENSDARG00000045927,ENSDARG00000046012,ENSDARG00000046091,ENSDARG00000051874,ENSDARG00000051880,ENSDARG00000051921,ENSDARG00000052138,ENSDARG00000052271,ENSDARG00000052330,ENSDARG00000052497,ENSDARG00000052782,ENSDARG00000053269,ENSDARG00000053896,ENSDARG00000054447,ENSDARG00000054584,ENSDARG00000054588,ENSDARG00000054658,ENSDARG00000054680,ENSDARG00000055190,ENSDARG00000055226,ENSDARG00000055253,ENSDARG00000055313,ENSDARG00000055342,ENSDARG00000055445,ENSDARG00000055835,ENSDARG00000055912,ENSDARG00000055917,ENSDARG00000056008,ENSDARG00000056028,ENSDARG00000056502,ENSDARG00000056625,ENSDARG00000056719,ENSDARG00000056978,ENSDARG00000056985,ENSDARG00000057017,ENSDARG00000057374,ENSDARG00000057427,ENSDARG00000057792,ENSDARG00000057853,ENSDARG00000058062,ENSDARG00000058145,ENSDARG00000058498,ENSDARG00000058678,ENSDARG00000058731,ENSDARG00000058738,ENSDARG00000058953,ENSDARG00000058988,ENSDARG00000058990,ENSDARG00000059166,ENSDARG00000059305,ENSDARG00000059361,ENSDARG00000059365,ENSDARG00000059682,ENSDARG00000059792,ENSDARG00000059798,ENSDARG00000059993,ENSDARG00000060197,ENSDARG00000060366,ENSDARG00000060439,ENSDARG00000060879,ENSDARG00000061165,ENSDARG00000061272,ENSDARG00000061741,ENSDARG00000061749,ENSDARG00000061890,ENSDARG00000061908,ENSDARG00000061941,ENSDARG00000062182,ENSDARG00000062362,ENSDARG00000062379,ENSDARG00000062672,ENSDARG00000062986,ENSDARG00000063288,ENSDARG00000063297,ENSDARG00000063347,ENSDARG00000063435,ENSDARG00000063539,ENSDARG00000063905,ENSDARG00000063911,ENSDARG00000063912,ENSDARG00000067784,ENSDARG00000068143,ENSDARG00000068257,ENSDARG00000068940,ENSDARG00000069099,ENSDARG00000069450,ENSDARG00000069478,ENSDARG00000069518,ENSDARG00000069660,ENSDARG00000069745,ENSDARG00000069832,ENSDARG00000069953,ENSDARG00000070078,ENSDARG00000070083,ENSDARG00000070214,ENSDARG00000070441,ENSDARG00000070447,ENSDARG00000070507,ENSDARG00000070672,ENSDARG00000070726,ENSDARG00000070957,ENSDARG00000071042,ENSDARG00000071049,ENSDARG00000071173,ENSDARG00000071192,ENSDARG00000071384,ENSDARG00000071396,ENSDARG00000071592,ENSDARG00000071724,ENSDARG00000073756,ENSDARG00000073881,ENSDARG00000073896,ENSDARG00000074002,ENSDARG00000074149,ENSDARG00000074212,ENSDARG00000074384,ENSDARG00000074533,ENSDARG00000074561,ENSDARG00000074860,ENSDARG00000074876,ENSDARG00000075375,ENSDARG00000075618,ENSDARG00000075802,ENSDARG00000075803,ENSDARG00000075854,ENSDARG00000076005,ENSDARG00000076376,ENSDARG00000076547,ENSDARG00000076644,ENSDARG00000077021,ENSDARG00000077081,ENSDARG00000077326,ENSDARG00000077368,ENSDARG00000077371,ENSDARG00000077382,ENSDARG00000077715,ENSDARG00000077812,ENSDARG00000077875,ENSDARG00000077967,ENSDARG00000078363,ENSDARG00000078733,ENSDARG00000078959,ENSDARG00000079009,ENSDARG00000079525,ENSDARG00000079571,ENSDARG00000079873,ENSDARG00000086103,ENSDARG00000086786,ENSDARG00000087120,ENSDARG00000087224,ENSDARG00000088227,ENSDARG00000088263,ENSDARG00000088383,ENSDARG00000088891,ENSDARG00000089192,ENSDARG00000089490,ENSDARG00000089885,ENSDARG00000090685,ENSDARG00000090820,ENSDARG00000090861,ENSDARG00000090866,ENSDARG00000090900,ENSDARG00000091232,ENSDARG00000091413,ENSDARG00000091560,ENSDARG00000091833,ENSDARG00000092112,ENSDARG00000093019,ENSDARG00000095897,ENSDARG00000096533,ENSDARG00000096662,ENSDARG00000097292,ENSDARG00000097339,ENSDARG00000098096,ENSDARG00000098194,ENSDARG00000098355,ENSDARG00000098428,ENSDARG00000098438,ENSDARG00000098918,ENSDARG00000099038,ENSDARG00000099111,ENSDARG00000099322,ENSDARG00000099663,ENSDARG00000099722,ENSDARG00000100227,ENSDARG00000100265,ENSDARG00000100315,ENSDARG00000100375,ENSDARG00000100420,ENSDARG00000100549,ENSDARG00000100555,ENSDARG00000100780,ENSDARG00000100917,ENSDARG00000101021,ENSDARG00000101050,ENSDARG00000101144,ENSDARG00000101175,ENSDARG00000101225,ENSDARG00000101289,ENSDARG00000101379,ENSDARG00000101434,ENSDARG00000101641,ENSDARG00000101677,ENSDARG00000101794,ENSDARG00000102035,ENSDARG00000102381,ENSDARG00000102387,ENSDARG00000102612,ENSDARG00000102724,ENSDARG00000102793,ENSDARG00000103235,ENSDARG00000103399,ENSDARG00000103454,ENSDARG00000103927,ENSDARG00000103983,ENSDARG00000104085,ENSDARG00000104431,ENSDARG00000104451,ENSDARG00000104573,ENSDARG00000104834,ENSDARG00000105142,ENSDARG00000105453,ENSDARG00000106212,ENSDARG00000107086,ENSDARG00000107527,ENSDARG00000109717,ENSDARG00000111812,ENSDARG00000112349,ENSDARG00000115557,ENSDARG00000115573,ENSDARG00000115603,ENSDARG00000116725
