-200	-191	127528
-190	-181	72235
-180	-171	63224
-170	-161	53386
-160	-151	206310
-150	-141	530828
-140	-131	558133
-130	-121	568780
-120	-111	571864
-110	-101	559249
-100	-91	559598
-90	-81	572409
-80	-71	574779
-70	-61	571972
-60	-51	563049
-50	-41	556839
-40	-31	548543
-30	-21	533973
-20	-11	521957
-10	-1	519939
0	9	452723
10	19	407200
20	29	370520
30	39	330324
40	49	295326
50	59	263270
60	69	237159
70	79	212465
80	89	190019
90	99	172555
100	109	154208
110	119	139790
120	129	127580
130	139	116816
140	149	107009
150	159	99169
160	169	91683
170	179	84912
180	189	78649
190	199	72454
200	209	66251
210	219	60600
220	229	55500
230	239	50164
240	249	45802
250	259	42483
260	269	38323
270	279	34916
280	289	31589
290	299	28899
300	309	26792
310	319	24356
320	329	21578
330	339	19655
340	349	17827
350	359	16306
360	369	14604
370	379	13768
380	389	12360
390	399	11454
400	409	13232
410	419	9610
420	429	9157
430	439	8286
440	449	7605
450	459	6826
460	469	6468
470	479	5889
480	489	5240
490	499	4874
500	509	4554
510	519	4282
520	529	3854
530	539	3502
540	549	3269
550	559	3096
560	569	2885
570	579	2651
580	589	2555
590	599	2475
600	609	2272
610	619	2138
620	629	1892
630	639	2034
640	649	1803
650	659	1762
660	669	1753
670	679	1580
680	689	1473
690	699	1367
700	709	1337
710	719	1180
720	729	1118
730	739	1128
740	749	1058
750	759	998
760	769	1044
770	779	1031
780	789	864
790	799	835
800	809	803
810	819	838
820	829	663
830	839	694
840	849	665
850	859	619
860	869	589
870	879	564
880	889	539
890	899	498
900	909	537
910	919	492
920	929	439
930	939	501
940	949	490
950	959	475
960	969	476
970	979	392
980	989	393
