-200	-191	141389
-190	-181	80646
-180	-171	70124
-170	-161	58733
-160	-151	225722
-150	-141	579194
-140	-131	605643
-130	-121	619350
-120	-111	621728
-110	-101	606344
-100	-91	606869
-90	-81	620108
-80	-71	621647
-70	-61	613920
-60	-51	601864
-50	-41	588027
-40	-31	572626
-30	-21	549280
-20	-11	528246
-10	-1	517531
0	9	447987
10	19	398077
20	29	355267
30	39	317786
40	49	281584
50	59	249048
60	69	223143
70	79	199944
80	89	177723
90	99	160461
100	109	143735
110	119	130392
120	129	118480
130	139	108845
140	149	98593
150	159	92364
160	169	85171
170	179	79158
180	189	72889
190	199	67749
200	209	61359
210	219	56633
220	229	51329
230	239	46923
240	249	42805
250	259	39293
260	269	35444
270	279	33116
280	289	30262
290	299	27400
300	309	25547
310	319	23483
320	329	20787
330	339	18780
340	349	17472
350	359	15528
360	369	14041
370	379	13404
380	389	12197
390	399	11060
400	409	13059
410	419	9502
420	429	8947
430	439	8250
440	449	7581
450	459	6838
460	469	6334
470	479	5913
480	489	5315
490	499	4830
500	509	4386
510	519	4077
520	529	3708
530	539	3502
540	549	3206
550	559	2985
560	569	2758
570	579	2596
580	589	2523
590	599	2423
600	609	2169
610	619	2097
620	629	2009
630	639	1871
640	649	1779
650	659	1654
660	669	1621
670	679	1505
680	689	1361
690	699	1315
700	709	1248
710	719	1069
720	729	1097
730	739	1008
740	749	956
750	759	943
760	769	961
770	779	936
780	789	813
790	799	709
800	809	785
810	819	672
820	829	572
830	839	613
840	849	580
850	859	590
860	869	587
870	879	511
880	889	475
890	899	529
900	909	442
910	919	449
920	929	450
930	939	486
940	949	428
950	959	417
960	969	451
970	979	422
980	989	365
