-200	-191	167884
-190	-181	97014
-180	-171	85124
-170	-161	72636
-160	-151	254098
-150	-141	647875
-140	-131	681510
-130	-121	695648
-120	-111	705221
-110	-101	697491
-100	-91	705977
-90	-81	723844
-80	-71	732045
-70	-61	728028
-60	-51	720687
-50	-41	710829
-40	-31	698192
-30	-21	678232
-20	-11	660326
-10	-1	657398
0	9	574268
10	19	514466
20	29	463219
30	39	415020
40	49	369958
50	59	327878
60	69	294357
70	79	264674
80	89	235463
90	99	212663
100	109	190835
110	119	172561
120	129	158124
130	139	143881
140	149	132690
150	159	122692
160	169	114292
170	179	105232
180	189	98220
190	199	90015
200	209	81707
210	219	75835
220	229	68402
230	239	62841
240	249	57107
250	259	52791
260	269	48379
270	279	44711
280	289	40455
290	299	37462
300	309	33964
310	319	31097
320	329	27598
330	339	25247
340	349	23017
350	359	21137
360	369	19193
370	379	17813
380	389	16142
390	399	15065
400	409	17449
410	419	12672
420	429	12240
430	439	11059
440	449	10161
450	459	9122
460	469	8688
470	479	7972
480	489	7014
490	499	6627
500	509	6024
510	519	5460
520	529	5088
530	539	4684
540	549	4177
550	559	4077
560	569	3815
570	579	3586
580	589	3464
590	599	3179
600	609	2988
610	619	2867
620	629	2631
630	639	2512
640	649	2429
650	659	2182
660	669	2288
670	679	2148
680	689	2036
690	699	1846
700	709	1762
710	719	1569
720	729	1503
730	739	1435
740	749	1360
750	759	1282
760	769	1307
770	779	1146
780	789	1096
790	799	1035
800	809	981
810	819	882
820	829	842
830	839	891
840	849	810
850	859	820
860	869	703
870	879	671
880	889	691
890	899	709
900	909	639
910	919	654
920	929	597
930	939	650
940	949	562
950	959	578
960	969	527
970	979	540
980	989	495
