-200	-191	115206
-190	-181	65891
-180	-171	57501
-170	-161	48635
-160	-151	177939
-150	-141	453470
-140	-131	475097
-130	-121	484330
-120	-111	489129
-110	-101	479650
-100	-91	478874
-90	-81	489057
-80	-71	490044
-70	-61	485400
-60	-51	476659
-50	-41	466360
-40	-31	455913
-30	-21	440846
-20	-11	422373
-10	-1	416864
0	9	362312
10	19	320707
20	29	288297
30	39	255154
40	49	227372
50	59	202817
60	69	180745
70	79	161094
80	89	143606
90	99	128991
100	109	116855
110	119	104209
120	129	95851
130	139	87361
140	149	80038
150	159	74063
160	169	68214
170	179	63756
180	189	58616
190	199	53750
200	209	48762
210	219	45042
220	229	41421
230	239	37247
240	249	34042
250	259	31974
260	269	28548
270	279	26372
280	289	23844
290	299	21758
300	309	19647
310	319	18385
320	329	16417
330	339	14669
340	349	13317
350	359	12126
360	369	10924
370	379	10341
380	389	9343
390	399	8560
400	409	9859
410	419	7224
420	429	6879
430	439	6409
440	449	5742
450	459	5205
460	469	5004
470	479	4391
480	489	3986
490	499	3758
500	509	3418
510	519	3074
520	529	2813
530	539	2742
540	549	2380
550	559	2206
560	569	2134
570	579	1960
580	589	1867
590	599	1809
600	609	1681
610	619	1550
620	629	1462
630	639	1333
640	649	1326
650	659	1296
660	669	1253
670	679	1166
680	689	1038
690	699	994
700	709	962
710	719	820
720	729	798
730	739	788
740	749	714
750	759	760
760	769	701
770	779	684
780	789	619
790	799	601
800	809	534
810	819	561
820	829	463
830	839	531
840	849	462
850	859	454
860	869	473
870	879	434
880	889	362
890	899	403
900	909	368
910	919	334
920	929	302
930	939	381
940	949	326
950	959	311
960	969	345
970	979	324
980	989	300
