-200	-191	125819
-190	-181	72293
-180	-171	63321
-170	-161	53133
-160	-151	194228
-150	-141	495620
-140	-131	518405
-130	-121	530458
-120	-111	533843
-110	-101	525051
-100	-91	525197
-90	-81	535338
-80	-71	536648
-70	-61	533986
-60	-51	526424
-50	-41	520266
-40	-31	513483
-30	-21	497206
-20	-11	481762
-10	-1	479173
0	9	416205
10	19	373186
20	29	335759
30	39	300670
40	49	268199
50	59	238415
60	69	213746
70	79	192278
80	89	171465
90	99	154530
100	109	138386
110	119	124122
120	129	114028
130	139	104621
140	149	96283
150	159	89276
160	169	82833
170	179	76579
180	189	70685
190	199	65673
200	209	59788
210	219	55203
220	229	50651
230	239	45968
240	249	41438
250	259	38568
260	269	35088
270	279	32233
280	289	29439
290	299	26569
300	309	24521
310	319	22599
320	329	20305
330	339	18685
340	349	16533
350	359	15135
360	369	13901
370	379	13050
380	389	11708
390	399	10635
400	409	12463
410	419	9281
420	429	8734
430	439	8092
440	449	7330
450	459	6751
460	469	6222
470	479	5812
480	489	5091
490	499	4870
500	509	4315
510	519	3914
520	529	3766
530	539	3267
540	549	3178
550	559	3004
560	569	2738
570	579	2517
580	589	2447
590	599	2263
600	609	2103
610	619	1939
620	629	1806
630	639	1775
640	649	1828
650	659	1569
660	669	1576
670	679	1510
680	689	1403
690	699	1287
700	709	1346
710	719	1055
720	729	1075
730	739	1036
740	749	1070
750	759	961
760	769	922
770	779	910
780	789	756
790	799	656
800	809	678
810	819	614
820	829	605
830	839	606
840	849	580
850	859	574
860	869	555
870	879	506
880	889	466
890	899	456
900	909	460
910	919	406
920	929	438
930	939	451
940	949	388
950	959	389
960	969	357
970	979	408
980	989	354
