-200	-191	117994
-190	-181	66722
-180	-171	58371
-170	-161	49177
-160	-151	185972
-150	-141	478882
-140	-131	497929
-130	-121	509261
-120	-111	510343
-110	-101	497546
-100	-91	498521
-90	-81	509956
-80	-71	509764
-70	-61	503674
-60	-51	494895
-50	-41	485131
-40	-31	473993
-30	-21	457142
-20	-11	440686
-10	-1	434720
0	9	377096
10	19	337323
20	29	304707
30	39	271791
40	49	241174
50	59	213673
60	69	192416
70	79	171628
80	89	154329
90	99	138201
100	109	125047
110	119	112129
120	129	103024
130	139	94400
140	149	86513
150	159	80043
160	169	74382
170	179	68326
180	189	63487
190	199	58555
200	209	53097
210	219	49371
220	229	44861
230	239	41095
240	249	37915
250	259	34683
260	269	31303
270	279	28511
280	289	26219
290	299	23874
300	309	22137
310	319	20340
320	329	18319
330	339	16351
340	349	14871
350	359	13557
360	369	12365
370	379	11462
380	389	10301
390	399	9765
400	409	11215
410	419	8144
420	429	7889
430	439	7252
440	449	6525
450	459	5961
460	469	5583
470	479	4985
480	489	4501
490	499	4292
500	509	3840
510	519	3632
520	529	3294
530	539	3115
540	549	2840
550	559	2690
560	569	2529
570	579	2354
580	589	2248
590	599	2110
600	609	1941
610	619	1852
620	629	1649
630	639	1657
640	649	1567
650	659	1441
660	669	1341
670	679	1309
680	689	1240
690	699	1191
700	709	1084
710	719	923
720	729	984
730	739	927
740	749	943
750	759	838
760	769	841
770	779	848
780	789	704
790	799	686
800	809	587
810	819	583
820	829	508
830	839	581
840	849	506
850	859	540
860	869	534
870	879	451
880	889	455
890	899	431
900	909	389
910	919	399
920	929	399
930	939	374
940	949	371
950	959	352
960	969	351
970	979	367
980	989	323
