-200	-191	169956
-190	-181	97038
-180	-171	85474
-170	-161	72105
-160	-151	265024
-150	-141	675949
-140	-131	708445
-130	-121	726794
-120	-111	737260
-110	-101	727326
-100	-91	732943
-90	-81	752136
-80	-71	755881
-70	-61	752633
-60	-51	746021
-50	-41	736721
-40	-31	727006
-30	-21	708117
-20	-11	686466
-10	-1	686085
0	9	598306
10	19	535291
20	29	486251
30	39	436578
40	49	390234
50	59	346796
60	69	312032
70	79	280548
80	89	251327
90	99	227669
100	109	203585
110	119	184518
120	129	168965
130	139	156336
140	149	143102
150	159	132245
160	169	122669
170	179	114722
180	189	105494
190	199	97389
200	209	89007
210	219	82350
220	229	75346
230	239	68274
240	249	62315
250	259	57745
260	269	52696
270	279	48208
280	289	43690
290	299	40318
300	309	36902
310	319	33695
320	329	29910
330	339	27576
340	349	25063
350	359	22384
360	369	20537
370	379	19113
380	389	17498
390	399	16025
400	409	18578
410	419	13335
420	429	12860
430	439	11998
440	449	10874
450	459	9712
460	469	9110
470	479	8414
480	489	7509
490	499	7013
500	509	6302
510	519	5966
520	529	5463
530	539	4972
540	549	4479
550	559	4320
560	569	3894
570	579	3629
580	589	3601
590	599	3368
600	609	3057
610	619	3076
620	629	2775
630	639	2618
640	649	2531
650	659	2348
660	669	2363
670	679	2181
680	689	2033
690	699	1959
700	709	1849
710	719	1598
720	729	1487
730	739	1600
740	749	1398
750	759	1351
760	769	1401
770	779	1335
780	789	1128
790	799	1166
800	809	1102
810	819	997
820	829	931
830	839	895
840	849	790
850	859	847
860	869	810
870	879	744
880	889	718
890	899	689
900	909	719
910	919	614
920	929	663
930	939	649
940	949	616
950	959	600
960	969	625
970	979	564
980	989	485
