-200	-191	91002
-190	-181	51927
-180	-171	46365
-170	-161	38969
-160	-151	144883
-150	-141	368361
-140	-131	387020
-130	-121	397538
-120	-111	400649
-110	-101	394512
-100	-91	395925
-90	-81	406590
-80	-71	407151
-70	-61	406880
-60	-51	402447
-50	-41	392432
-40	-31	386511
-30	-21	375412
-20	-11	361869
-10	-1	359039
0	9	311226
10	19	276708
20	29	249513
30	39	222864
40	49	197165
50	59	174832
60	69	156033
70	79	138886
80	89	124305
90	99	111492
100	109	99785
110	119	89991
120	129	81592
130	139	74687
140	149	68292
150	159	62435
160	169	57804
170	179	52459
180	189	48895
190	199	45303
200	209	40286
210	219	36938
220	229	33481
230	239	30583
240	249	27470
250	259	25104
260	269	22821
270	279	20723
280	289	19003
290	299	16913
300	309	15624
310	319	14327
320	329	12581
330	339	11083
340	349	10319
350	359	9091
360	369	8216
370	379	7795
380	389	7095
390	399	6387
400	409	7892
410	419	5313
420	429	5243
430	439	4573
440	449	4345
450	459	3911
460	469	3692
470	479	3421
480	489	3072
490	499	2913
500	509	2504
510	519	2360
520	529	2186
530	539	2055
540	549	1877
550	559	1777
560	569	1659
570	579	1649
580	589	1513
590	599	1437
600	609	1418
610	619	1274
620	629	1181
630	639	1139
640	649	1072
650	659	1056
660	669	1027
670	679	1025
680	689	954
690	699	920
700	709	830
710	719	702
720	729	677
730	739	693
740	749	619
750	759	659
760	769	676
770	779	596
780	789	536
790	799	467
800	809	478
810	819	458
820	829	439
830	839	392
840	849	406
850	859	337
860	869	388
870	879	356
880	889	383
890	899	292
900	909	343
910	919	301
920	929	291
930	939	308
940	949	303
950	959	300
960	969	309
970	979	323
980	989	288
