-200	-191	144801
-190	-181	80958
-180	-171	69784
-170	-161	58702
-160	-151	236636
-150	-141	613346
-140	-131	638699
-130	-121	646480
-120	-111	645651
-110	-101	616871
-100	-91	607900
-90	-81	615325
-80	-71	608596
-70	-61	598615
-60	-51	584222
-50	-41	569009
-40	-31	552992
-30	-21	530042
-20	-11	508277
-10	-1	500672
0	9	432336
10	19	383634
20	29	344969
30	39	307020
40	49	271524
50	59	240438
60	69	215135
70	79	191610
80	89	170352
90	99	152157
100	109	136241
110	119	123646
120	129	112426
130	139	103292
140	149	94199
150	159	87309
160	169	80007
170	179	74210
180	189	68623
190	199	62861
200	209	57326
210	219	52578
220	229	47496
230	239	43709
240	249	39203
250	259	36021
260	269	33452
270	279	30830
280	289	27590
290	299	25368
300	309	23173
310	319	21495
320	329	18757
330	339	17358
340	349	15598
350	359	14337
360	369	12993
370	379	12168
380	389	10957
390	399	10085
400	409	12059
410	419	8759
420	429	8139
430	439	7470
440	449	6882
450	459	6244
460	469	5831
470	479	5355
480	489	4859
490	499	4580
500	509	3959
510	519	3659
520	529	3502
530	539	3308
540	549	2952
550	559	2759
560	569	2609
570	579	2434
580	589	2383
590	599	2222
600	609	2036
610	619	1951
620	629	1823
630	639	1725
640	649	1712
650	659	1556
660	669	1434
670	679	1361
680	689	1253
690	699	1255
700	709	1207
710	719	1007
720	729	1007
730	739	974
740	749	929
750	759	843
760	769	871
770	779	830
780	789	734
790	799	740
800	809	656
810	819	616
820	829	589
830	839	546
840	849	559
850	859	506
860	869	462
870	879	461
880	889	489
890	899	492
900	909	463
910	919	457
920	929	398
930	939	446
940	949	401
950	959	421
960	969	408
970	979	361
980	989	389
