-200	-191	106790
-190	-181	60351
-180	-171	52848
-170	-161	43999
-160	-151	172360
-150	-141	447238
-140	-131	466318
-130	-121	474039
-120	-111	477053
-110	-101	464298
-100	-91	461226
-90	-81	471999
-80	-71	468035
-70	-61	461475
-60	-51	451190
-50	-41	440178
-40	-31	429872
-30	-21	413487
-20	-11	395567
-10	-1	389876
0	9	335771
10	19	298787
20	29	265922
30	39	237162
40	49	210317
50	59	186188
60	69	166438
70	79	148196
80	89	131696
90	99	118807
100	109	106785
110	119	95876
120	129	87122
130	139	79456
140	149	73255
150	159	67562
160	169	61887
170	179	57783
180	189	52978
190	199	48703
200	209	45083
210	219	41004
220	229	37000
230	239	34379
240	249	31006
250	259	28780
260	269	26045
270	279	23653
280	289	21770
290	299	19844
300	309	18137
310	319	17072
320	329	14848
330	339	13531
340	349	12327
350	359	11151
360	369	10141
370	379	9417
380	389	8661
390	399	7883
400	409	9170
410	419	6710
420	429	6290
430	439	5837
440	449	5381
450	459	4755
460	469	4604
470	479	4229
480	489	3625
490	499	3424
500	509	3053
510	519	2840
520	529	2718
530	539	2484
540	549	2231
550	559	2147
560	569	1926
570	579	1904
580	589	1874
590	599	1714
600	609	1533
610	619	1461
620	629	1374
630	639	1309
640	649	1226
650	659	1199
660	669	1142
670	679	1074
680	689	1049
690	699	993
700	709	901
710	719	824
720	729	717
730	739	742
740	749	703
750	759	665
760	769	664
770	779	609
780	789	553
790	799	538
800	809	507
810	819	458
820	829	457
830	839	462
840	849	404
850	859	407
860	869	396
870	879	389
880	889	356
890	899	341
900	909	386
910	919	329
920	929	284
930	939	332
940	949	306
950	959	273
960	969	314
970	979	287
980	989	273
