-200	-191	189488
-190	-181	107263
-180	-171	93128
-170	-161	77775
-160	-151	312460
-150	-141	808843
-140	-131	848552
-130	-121	866690
-120	-111	870644
-110	-101	841607
-100	-91	839715
-90	-81	857957
-80	-71	855208
-70	-61	847763
-60	-51	827974
-50	-41	812156
-40	-31	791692
-30	-21	761060
-20	-11	731900
-10	-1	721377
0	9	621800
10	19	551693
20	29	495293
30	39	442377
40	49	388693
50	59	345666
60	69	309451
70	79	274532
80	89	243570
90	99	218357
100	109	196348
110	119	175485
120	129	158732
130	139	145654
140	149	132046
150	159	121198
160	169	112324
170	179	104015
180	189	95321
190	199	87364
200	209	79492
210	219	72208
220	229	65438
230	239	59220
240	249	53762
250	259	49293
260	269	44407
270	279	41026
280	289	37279
290	299	33830
300	309	30834
310	319	27950
320	329	24622
330	339	22543
340	349	20157
350	359	18411
360	369	16552
370	379	15514
380	389	13954
390	399	13009
400	409	15657
410	419	11209
420	429	10427
430	439	9828
440	449	8669
450	459	7822
460	469	7402
470	479	6731
480	489	5912
490	499	5715
500	509	5080
510	519	4663
520	529	4212
530	539	4025
540	549	3676
550	559	3564
560	569	3103
570	579	3046
580	589	2972
590	599	2900
600	609	2593
610	619	2509
620	629	2432
630	639	2274
640	649	2135
650	659	2086
660	669	1880
670	679	1813
680	689	1719
690	699	1626
700	709	1538
710	719	1328
720	729	1307
730	739	1245
740	749	1272
750	759	1167
760	769	1234
770	779	1210
780	789	994
790	799	934
800	809	954
810	819	840
820	829	783
830	839	799
840	849	733
850	859	751
860	869	724
870	879	619
880	889	620
890	899	617
900	909	624
910	919	533
920	929	557
930	939	544
940	949	515
950	959	563
960	969	518
970	979	475
980	989	447
