-200	-191	120454
-190	-181	68478
-180	-171	60561
-170	-161	50870
-160	-151	190624
-150	-141	488803
-140	-131	514477
-130	-121	525250
-120	-111	534728
-110	-101	526626
-100	-91	530817
-90	-81	545097
-80	-71	545121
-70	-61	543012
-60	-51	535395
-50	-41	522606
-40	-31	512504
-30	-21	496237
-20	-11	476623
-10	-1	473012
0	9	408791
10	19	365738
20	29	329460
30	39	295032
40	49	261233
50	59	232390
60	69	208836
70	79	186058
80	89	166917
90	99	150902
100	109	135679
110	119	120849
120	129	110089
130	139	102463
140	149	92434
150	159	86012
160	169	78810
170	179	73626
180	189	67759
190	199	62253
200	209	56907
210	219	51919
220	229	47519
230	239	43057
240	249	38915
250	259	35838
260	269	32240
270	279	30096
280	289	27514
290	299	24759
300	309	22449
310	319	20682
320	329	18433
330	339	16627
340	349	15069
350	359	13664
360	369	12237
370	379	11607
380	389	10448
390	399	9640
400	409	11454
410	419	8357
420	429	7715
430	439	7026
440	449	6585
450	459	6091
460	469	5455
470	479	5124
480	489	4440
490	499	4199
500	509	3673
510	519	3498
520	529	3165
530	539	2956
540	549	2715
550	559	2683
560	569	2433
570	579	2319
580	589	2116
590	599	1995
600	609	1960
610	619	1843
620	629	1807
630	639	1593
640	649	1544
650	659	1470
660	669	1441
670	679	1386
680	689	1354
690	699	1311
700	709	1103
710	719	1046
720	729	998
730	739	1021
740	749	966
750	759	864
760	769	888
770	779	837
780	789	752
790	799	717
800	809	708
810	819	601
820	829	547
830	839	587
840	849	562
850	859	554
860	869	549
870	879	483
880	889	463
890	899	448
900	909	473
910	919	424
920	929	443
930	939	455
940	949	396
950	959	372
960	969	385
970	979	388
980	989	370
