Total reads: 15792002
Fragment number: 40585418
percentile	count
0	102158
1	281171
2	482480
3	673640
4	798365
5	914708
6	1030517
7	1173991
8	1269610
9	1343527
10	1408026
11	1498012
12	1547651
13	1544536
14	1583870
15	1647468
16	1678777
17	1764329
18	1814502
19	1830877
20	1875491
21	1888145
22	1888679
23	1913300
24	1887704
25	1889185
26	1857719
27	1813461
28	1792754
29	1794138
30	1796735
31	1805728
32	1813510
33	1852390
34	1857563
35	1857766
36	1833520
37	1835011
38	1857743
39	1840650
40	1830618
41	1833614
42	1841037
43	1851307
44	1820485
45	1788872
46	1786363
47	1814572
48	1826536
49	1832895
50	1850519
51	1883010
52	1885404
53	1846428
54	1844398
55	1855049
56	1852715
57	1865617
58	1865434
59	1866534
60	1851071
61	1834404
62	1815320
63	1805079
64	1787101
65	1774594
66	1713059
67	1711819
68	1741889
69	1758516
70	1786404
71	1796030
72	1773781
73	1756618
74	1741580
75	1730976
76	1705674
77	1678719
78	1668047
79	1649778
80	1625296
81	1586234
82	1604720
83	1584059
84	1536938
85	1481602
86	1439860
87	1381979
88	1348508
89	1311642
90	1252256
91	1193101
92	1128981
93	1050507
94	967672
95	869928
96	754197
97	643566
98	522441
99	385254
100	222604
