-200	-191	105172
-190	-181	59045
-180	-171	51469
-170	-161	43427
-160	-151	159367
-150	-141	414126
-140	-131	431850
-130	-121	439479
-120	-111	442054
-110	-101	428766
-100	-91	427267
-90	-81	437565
-80	-71	436976
-70	-61	436299
-60	-51	431606
-50	-41	424700
-40	-31	420311
-30	-21	407730
-20	-11	396746
-10	-1	395278
0	9	345033
10	19	311644
20	29	280835
30	39	250321
40	49	224103
50	59	198540
60	69	178637
70	79	158742
80	89	142409
90	99	128307
100	109	115635
110	119	104044
120	129	94390
130	139	87545
140	149	79510
150	159	73584
160	169	68444
170	179	63060
180	189	58413
190	199	53699
200	209	49038
210	219	44931
220	229	41233
230	239	37383
240	249	33923
250	259	31011
260	269	28216
270	279	25998
280	289	23674
290	299	21303
300	309	19533
310	319	18158
320	329	16017
330	339	14506
340	349	13106
350	359	11613
360	369	10470
370	379	9819
380	389	9059
390	399	8233
400	409	9873
410	419	7049
420	429	6796
430	439	6123
440	449	5710
450	459	4943
460	469	4711
470	479	4459
480	489	3965
490	499	3579
500	509	3285
510	519	3059
520	529	2764
530	539	2499
540	549	2241
550	559	2227
560	569	2100
570	579	1898
580	589	1891
590	599	1729
600	609	1737
610	619	1582
620	629	1536
630	639	1541
640	649	1367
650	659	1279
660	669	1237
670	679	1107
680	689	1048
690	699	1103
700	709	1050
710	719	899
720	729	798
730	739	914
740	749	795
750	759	751
760	769	787
770	779	719
780	789	646
790	799	607
800	809	579
810	819	520
820	829	496
830	839	566
840	849	489
850	859	474
860	869	471
870	879	438
880	889	379
890	899	398
900	909	354
910	919	334
920	929	381
930	939	326
940	949	348
950	959	309
960	969	373
970	979	323
980	989	317
