Total reads: 15527853
Fragment number: 39799485
percentile	count
0	98775
1	270890
2	464417
3	658337
4	781110
5	892946
6	1006385
7	1141411
8	1234982
9	1309449
10	1370896
11	1459949
12	1509986
13	1508875
14	1549865
15	1632855
16	1665324
17	1748327
18	1797394
19	1815680
20	1858712
21	1873214
22	1875718
23	1894217
24	1863652
25	1874232
26	1842513
27	1797563
28	1774278
29	1776974
30	1779062
31	1788514
32	1795443
33	1851120
34	1851388
35	1849763
36	1826482
37	1825639
38	1841766
39	1823138
40	1811313
41	1814629
42	1824788
43	1833328
44	1805034
45	1774985
46	1785178
47	1810571
48	1825770
49	1830257
50	1846983
51	1883250
52	1885003
53	1843591
54	1840907
55	1847000
56	1846711
57	1870685
58	1871801
59	1873171
60	1858354
61	1843461
62	1823671
63	1813458
64	1799082
65	1780504
66	1716842
67	1713680
68	1737662
69	1755514
70	1800800
71	1816529
72	1795999
73	1779743
74	1765119
75	1753649
76	1726588
77	1701325
78	1686955
79	1668256
80	1643924
81	1602586
82	1636946
83	1619325
84	1567070
85	1511257
86	1471235
87	1411535
88	1377148
89	1339514
90	1274108
91	1210073
92	1142955
93	1057301
94	976000
95	875203
96	750764
97	641628
98	519271
99	381593
100	219018
