-200	-191	135972
-190	-181	77371
-180	-171	67700
-170	-161	57104
-160	-151	212892
-150	-141	541531
-140	-131	568439
-130	-121	581431
-120	-111	587885
-110	-101	575539
-100	-91	575581
-90	-81	591705
-80	-71	594696
-70	-61	589345
-60	-51	580418
-50	-41	569225
-40	-31	558261
-30	-21	535096
-20	-11	516822
-10	-1	510853
0	9	441879
10	19	394150
20	29	355697
30	39	318337
40	49	280769
50	59	250522
60	69	223943
70	79	200859
80	89	180268
90	99	162234
100	109	146228
110	119	131134
120	129	120418
130	139	111595
140	149	101777
150	159	94565
160	169	87604
170	179	81865
180	189	75548
190	199	70325
200	209	63858
210	219	58654
220	229	54272
230	239	48898
240	249	44967
250	259	41628
260	269	38004
270	279	34871
280	289	32324
290	299	29458
300	309	26860
310	319	25073
320	329	21940
330	339	20239
340	349	18553
350	359	16785
360	369	15180
370	379	14211
380	389	12865
390	399	12075
400	409	13383
410	419	10008
420	429	9775
430	439	8990
440	449	8080
450	459	7522
460	469	6880
470	479	6281
480	489	5720
490	499	5381
500	509	4745
510	519	4414
520	529	4233
530	539	3779
540	549	3545
550	559	3376
560	569	3212
570	579	2873
580	589	2688
590	599	2588
600	609	2536
610	619	2306
620	629	2114
630	639	2015
640	649	1912
650	659	1786
660	669	1737
670	679	1626
680	689	1494
690	699	1415
700	709	1425
710	719	1196
720	729	1159
730	739	1114
740	749	1148
750	759	1034
760	769	1030
770	779	977
780	789	818
790	799	853
800	809	803
810	819	731
820	829	685
830	839	656
840	849	676
850	859	602
860	869	563
870	879	565
880	889	552
890	899	514
900	909	516
910	919	485
920	929	446
930	939	496
940	949	425
950	959	432
960	969	447
970	979	446
980	989	361
